No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,Profit_Loss,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,RB_probaility,BB_probaility,grape_probaility,rhino_probaility,clown_probaility,cherry_probaility,setting
6504.0,20584,20031,23,20,-553,1048,862,123,0,8,0.0035362853628536283,0.003075030750307503,0.16113161131611317,0.1325338253382534,0.0,0.020141451414514146,3
6505.0,20587,20031,23,20,-556,1049,862,123,0,8,0.003535741737125288,0.0030745580322828594,0.16126056879323597,0.13251345119139124,0.0,0.02013835511145273,3
6506.0,20590,20039,23,20,-551,1049,862,123,0,8,0.003535198278512143,0.003074085459575776,0.16123578235474947,0.13249308330771595,0.0,0.020135259760221333,3
6507.0,20593,20039,23,20,-554,1049,862,123,0,8,0.0035346549869371448,0.0030736130321192563,0.16121100353465498,0.13247272168433993,0.0,0.020132165360381128,3
6508.0,20596,20039,23,20,-557,1049,862,124,0,8,0.0035341118623232943,0.003073140749846343,0.16118623232944068,0.13245236631837737,0.0,0.020282728948985862,3
6509.0,20599,20041,23,20,-558,1050,862,124,0,8,0.0035335689045936395,0.0030726686126901215,0.16131510216623138,0.13243201720694422,0.0,0.0202796128437548,3
6510.0,20602,20049,23,20,-553,1050,862,124,0,8,0.003533026113671275,0.0030721966205837174,0.16129032258064516,0.13241167434715823,0.0,0.020276497695852536,3
6511.0,20605,20049,23,20,-556,1050,862,124,0,8,0.003532483489479343,0.003071724773460298,0.16126555060666564,0.13239133773613884,0.0,0.020273383504837966,3
6512.0,20608,20049,23,20,-559,1050,862,124,0,8,0.003531941031941032,0.003071253071253071,0.16124078624078625,0.13237100737100738,0.0,0.02027027027027027,3
6513.0,20611,20049,23,20,-562,1050,862,124,0,8,0.003531398740979579,0.0030707815138952864,0.16121602947950253,0.13235068324888685,0.0,0.02026715799170889,3
6514.0,20614,20049,23,20,-565,1050,862,124,0,8,0.0035308566165182685,0.003070310101320233,0.16119128031931226,0.13233036536690207,0.0,0.02026404666871354,3
6515.0,20617,20049,23,20,-568,1050,862,124,0,8,0.0035303146584804296,0.0030698388334612432,0.16116653875671527,0.13231005372217958,0.0,0.020260936300844207,3
6516.0,20620,20049,23,20,-571,1051,862,124,0,8,0.0035297728667894415,0.003069367710251688,0.16129527317372622,0.13228974831184775,0.0,0.020257826887661142,3
6517.0,20623,20057,23,20,-566,1051,862,124,0,8,0.003529231241368728,0.003068896731624981,0.16127052324689276,0.13226944913303668,0.0,0.020254718428724873,3
6518.0,20626,20057,23,20,-569,1052,862,124,0,8,0.0035286897821417613,0.003068425897514575,0.16139920220926665,0.1322491561828782,0.0,0.020251610923596196,3
6519.0,20629,20065,23,20,-564,1052,863,124,0,8,0.00352814848903206,0.003067955207853965,0.1613744439331186,0.1323822672188986,0.0,0.02024850437183617,3
6520.0,20632,20068,23,20,-564,1052,863,124,0,8,0.00352760736196319,0.003067484662576687,0.16134969325153375,0.13236196319018406,0.0,0.020245398773006136,3
6521.0,20635,20068,23,20,-567,1052,863,124,0,8,0.003527066400858764,0.0030670142616163166,0.16132495016101825,0.13234166538874406,0.0,0.020242294126667688,3
6522.0,20638,20068,23,20,-570,1052,864,124,0,8,0.003526525605642441,0.0030665440049064702,0.16130021465808034,0.13247470101195952,0.0,0.020239190432382703,3
6523.0,20641,20071,23,20,-570,1053,864,124,0,8,0.0035259849762379275,0.0030660738923808063,0.16142879043384945,0.13245439215085084,0.0,0.02023608768971332,3
6524.0,20644,20079,23,20,-565,1053,864,124,0,8,0.003525444512568976,0.0030656039239730227,0.16140404659717963,0.13243408951563457,0.0,0.02023298589822195,3
6525.0,20647,20079,23,20,-568,1053,864,124,0,8,0.003524904214559387,0.0030651340996168583,0.16137931034482758,0.13241379310344828,0.0,0.020229885057471263,3
6526.0,20650,20079,23,20,-571,1053,864,124,0,8,0.0035243640821330064,0.0030646644192460926,0.16135458167330677,0.1323935029114312,0.0,0.02022678516702421,3
6527.0,20653,20079,23,20,-574,1053,864,124,0,8,0.0035238241152137275,0.003064194882794546,0.16132986057913284,0.13237321893672438,0.0,0.020223686226444004,3
6528.0,20656,20079,23,20,-577,1054,864,124,0,8,0.0035232843137254903,0.0030637254901960784,0.16145833333333334,0.1323529411764706,0.0,0.02022058823529412,3
6529.0,20659,20087,23,20,-572,1054,864,124,0,8,0.0035227446775922804,0.003063256241384592,0.16143360392096798,0.13233266962781437,0.0,0.020217491193138305,3
6530.0,20662,20087,23,20,-575,1054,864,124,0,8,0.003522205206738132,0.0030627871362940277,0.16140888208269524,0.132312404287902,0.0,0.02021439509954058,3
6531.0,20665,20087,23,21,-578,1054,864,124,0,8,0.003521665901087123,0.003215434083601286,0.16138416781503598,0.1322921451538815,0.0,0.020211299954065228,3
6532.0,20710,20381,23,21,-329,1054,864,124,0,8,0.0035211267605633804,0.003214941824862217,0.16135946111451316,0.13227189222290264,0.0,0.02020820575627679,3
6533.0,20713,20381,23,21,-332,1054,864,124,0,8,0.0035205877850910763,0.0032144497168222867,0.16133476197765192,0.13225164549211693,0.0,0.02020511250574009,3
6534.0,20716,20381,23,21,-335,1055,864,124,0,8,0.003520048974594429,0.0032139577594123047,0.16146311600857055,0.1322314049586777,0.0,0.020202020202020204,3
6535.0,20719,20389,23,21,-330,1055,865,124,0,8,0.0035195103289977045,0.0032134659525631217,0.16143840856924255,0.13236419280795717,0.0,0.020198928844682478,3
6536.0,20722,20392,23,21,-330,1055,865,124,0,8,0.003518971848225214,0.0032129742962056303,0.16141370869033048,0.13234394124847002,0.0,0.020195838433292534,3
6537.0,20725,20392,23,21,-333,1055,866,124,0,8,0.0035184335322013156,0.0032124827902707664,0.1613890163683647,0.1324766712559278,0.0,0.020192748967416244,3
6538.0,20728,20395,23,21,-333,1055,866,124,0,8,0.003517895380850413,0.0032119914346895075,0.16136433159987765,0.13245640868767208,0.0,0.02018966044661976,3
6539.0,20731,20395,23,21,-336,1056,866,124,0,8,0.003517357394096957,0.0032115002293928736,0.16149258296375593,0.13243615231686803,0.0,0.02018657287046949,3
6540.0,20734,20403,23,21,-331,1056,866,124,0,8,0.0035168195718654435,0.003211009174311927,0.1614678899082569,0.13241590214067278,0.0,0.02018348623853211,3
6541.0,20737,20403,23,21,-334,1056,866,124,0,8,0.003516281914080416,0.003210518269377771,0.16144320440299648,0.1323956581562452,0.0,0.02018040055037456,3
6542.0,20740,20403,23,21,-337,1056,866,125,0,8,0.003515744420666463,0.0032100275145215532,0.16141852644451238,0.13237542036074595,0.0,0.020330174258636504,3
6543.0,20743,20405,23,21,-338,1056,866,125,0,8,0.0035152070915482193,0.0032095369096744614,0.16139385602934433,0.1323551887513373,0.0,0.020327067094604922,3
6544.0,20746,20405,23,21,-341,1056,866,125,0,8,0.003514669926650367,0.003209046454767726,0.16136919315403422,0.13233496332518338,0.0,0.0203239608801956,3
6545.0,20749,20405,23,21,-344,1056,867,125,0,8,0.0035141329258976317,0.0032085561497326204,0.16134453781512606,0.13246753246753246,0.0,0.020320855614973262,3
6546.0,20752,20408,23,21,-344,1056,867,125,0,8,0.003513596089214788,0.0032080659945004585,0.1613198900091659,0.1324472960586618,0.0,0.0203177512985029,3
6547.0,20755,20408,23,21,-347,1056,867,125,0,8,0.0035130594165266532,0.0032075759890025967,0.161295249732702,0.13242706583167863,0.0,0.020314647930349778,3
6548.0,20758,20408,23,21,-350,1056,867,125,0,8,0.003512522907758094,0.003207086133170434,0.16127061698228468,0.13240684178375076,0.0,0.020311545510079413,3
6549.0,20761,20408,23,21,-353,1056,867,125,0,8,0.0035119865628340206,0.00320659642693541,0.16124599175446633,0.13238662391204764,0.0,0.020308444037257598,3
6550.0,20764,20408,23,21,-356,1056,868,125,0,8,0.003511450381679389,0.0032061068702290076,0.16122137404580153,0.13251908396946566,0.0,0.020305343511450382,3
6551.0,20767,20411,23,21,-356,1056,868,125,0,8,0.0035109143642192034,0.0032056174629827507,0.1611967638528469,0.13249885513662035,0.0,0.020302243932224087,3
6552.0,20770,20411,23,21,-359,1056,868,125,0,8,0.0035103785103785105,0.003205128205128205,0.16117216117216118,0.13247863247863248,0.0,0.0202991452991453,3
6553.0,20773,20411,23,21,-362,1056,868,125,0,8,0.003509842820082405,0.0032046390965969787,0.1611475660003052,0.1324584159926751,0.0,0.020296047611780863,3
6554.0,20776,20411,23,21,-365,1056,868,125,0,8,0.003509307293256027,0.00320415013732072,0.16112297833384193,0.1324382056759231,0.0,0.020292950869697894,3
6555.0,20779,20411,23,21,-368,1056,869,125,0,8,0.0035087719298245615,0.003203661327231121,0.16109839816933638,0.13257055682684973,0.0,0.020289855072463767,3
6556.0,20782,20414,23,21,-368,1056,869,125,0,8,0.0035082367297132396,0.0032031726662599147,0.1610738255033557,0.1325503355704698,0.0,0.020286760219646125,3
6557.0,20785,20414,23,21,-371,1056,869,125,0,8,0.0035077016928473388,0.0032026841543388745,0.1610492603324691,0.13253012048192772,0.0,0.02028366631081287,3
6558.0,20788,20414,23,21,-374,1056,869,125,0,8,0.0035071668191521805,0.003202195791399817,0.16102470265324795,0.13250991155840194,0.0,0.020280573345532175,3
6559.0,20791,20414,23,21,-377,1057,869,125,0,8,0.003506632108553133,0.0032017075773745998,0.16115261472785486,0.13248970879707272,0.0,0.020277481323372464,3
6560.0,20794,20422,23,21,-372,1057,869,125,0,8,0.00350609756097561,0.0032012195121951218,0.1611280487804878,0.13246951219512196,0.0,0.02027439024390244,3
6561.0,20797,20422,23,21,-375,1057,869,125,0,8,0.0035055631763450694,0.003200731595793324,0.16110349032159732,0.13244932174973328,0.0,0.020271300106691054,3
6562.0,20800,20422,23,21,-378,1057,869,125,0,8,0.003505028954587016,0.0032002438281011885,0.16107893934775983,0.13242913745809204,0.0,0.020268210911307528,3
6563.0,20803,20422,23,21,-381,1057,869,125,0,8,0.003504494895627,0.003199756209050739,0.16105439585555387,0.13240895931738533,0.0,0.020265122657321347,3
6564.0,20806,20422,23,21,-384,1058,869,125,0,8,0.0035039609993906154,0.0031992687385740404,0.1611822059719683,0.13238878732480194,0.0,0.020262035344302255,3
6565.0,20809,20430,23,21,-379,1058,869,125,0,8,0.0035034272658035033,0.003198781416603199,0.16115765422696116,0.13236862147753237,0.0,0.02025894897182026,3
6566.0,20812,20430,23,21,-382,1059,869,125,0,8,0.0035028936947913494,0.0031982942430703624,0.16128540968626257,0.13234846177276882,0.0,0.02025586353944563,3
6567.0,20815,20438,23,21,-377,1059,869,125,0,8,0.0035023602862798843,0.0031978072179077205,0.16126084970306076,0.1323283082077052,0.0,0.020252779046748895,3
6568.0,20818,20438,23,21,-380,1059,870,125,0,8,0.003501827040194884,0.003197320341047503,0.16123629719853838,0.13246041412911083,0.0,0.020249695493300853,3
6569.0,20821,20441,23,21,-380,1059,870,125,0,8,0.0035012939564621707,0.003196833612421982,0.16121175216927996,0.1324402496574821,0.0,0.020246612878672552,3
6570.0,20824,20441,23,21,-383,1059,870,125,0,8,0.0035007610350076103,0.0031963470319634705,0.16118721461187216,0.1324200913242009,0.0,0.020243531202435314,3
6571.0,20827,20441,23,21,-386,1060,870,125,0,8,0.0035002282757571144,0.003195860599604322,0.16131486836098005,0.13239993912646478,0.0,0.020240450464160707,3
6572.0,20830,20449,23,21,-381,1060,870,125,0,8,0.00349969567863664,0.0031953743152769326,0.16129032258064516,0.1323797930614729,0.0,0.020237370663420573,3
6573.0,20833,20449,23,21,-384,1060,871,125,0,8,0.0034991632435721893,0.003194888178913738,0.16126578426897917,0.1325117906587555,0.0,0.02023429179978701,3
6574.0,20836,20452,23,21,-384,1060,871,125,0,8,0.0034986309704898083,0.0031944021904472164,0.16124125342257378,0.13249163370854883,0.0,0.02023121387283237,3
6575.0,20839,20452,23,21,-387,1060,872,125,0,8,0.0034980988593155894,0.003193916349809886,0.1612167300380228,0.1326235741444867,0.0,0.020228136882129277,3
6576.0,20842,20455,23,21,-387,1060,872,125,0,8,0.003497566909975669,0.0031934306569343066,0.16119221411192214,0.13260340632603407,0.0,0.020225060827250608,3
6577.0,20845,20455,23,21,-390,1060,872,125,0,8,0.0034970351223962293,0.003192945111753079,0.16116770564086969,0.13258324464041357,0.0,0.0202219857077695,3
6578.0,20848,20455,23,21,-393,1060,872,125,0,8,0.0034965034965034965,0.0031924597141988445,0.1611432046214655,0.13256308908482822,0.0,0.020218911523259348,3
6579.0,20851,20455,23,21,-396,1060,872,125,0,8,0.0034959720322237423,0.0031919744642042863,0.16111871105031159,0.13254293965648276,0.0,0.020215838273293815,3
6580.0,20854,20455,23,21,-399,1060,872,125,0,8,0.0034954407294832826,0.0031914893617021275,0.16109422492401215,0.1325227963525836,0.0,0.02021276595744681,3
6581.0,20857,20455,23,21,-402,1060,872,125,0,8,0.003494909588208479,0.0031910044066251328,0.1610697462391734,0.13250265917033885,0.0,0.02020969457529251,3
6582.0,20860,20455,23,21,-405,1060,872,125,0,8,0.003494378608325737,0.0031905195989061076,0.16104527499240354,0.13248252810695837,0.0,0.020206624126405347,3
6583.0,20863,20455,23,21,-408,1060,872,125,0,8,0.003493847789761507,0.0031900349384778974,0.16102081118031292,0.13246240315965366,0.0,0.020203554610360018,3
6584.0,20866,20455,23,21,-411,1060,872,126,0,8,0.0034933171324422843,0.00318955042527339,0.16099635479951396,0.1324422843256379,0.0,0.020352369380315916,3
6585.0,20869,20457,23,21,-412,1060,872,126,0,8,0.003492786636294609,0.0031890660592255125,0.1609719058466211,0.13242217160212605,0.0,0.020349278663629462,3
6586.0,20872,20457,23,21,-415,1060,872,126,0,8,0.0034922563012450654,0.0031885818402672336,0.16094746431825083,0.13240206498633464,0.0,0.02034618888551473,3
6587.0,20875,20457,23,21,-418,1060,872,126,0,8,0.003491726127220282,0.003188097768331562,0.16092303021102172,0.132381964475482,0.0,0.020343100045544255,3
6588.0,20878,20457,23,21,-421,1060,872,126,0,8,0.003491196114146934,0.0031876138433515485,0.16089860352155433,0.1323618700667881,0.0,0.02034001214329083,3
6589.0,20881,20457,23,21,-424,1060,872,126,0,8,0.0034906662619517376,0.0031871300652602822,0.1608741842464714,0.13234178175747457,0.0,0.020336925178327515,3
6590.0,20884,20457,23,21,-427,1060,872,126,0,8,0.0034901365705614566,0.0031866464339908953,0.16084977238239756,0.1323216995447648,0.0,0.020333839150227618,3
6591.0,20887,20457,23,21,-430,1060,872,126,0,8,0.003489607039902898,0.0031861629494765588,0.16082536792595964,0.13230162342588378,0.0,0.020330754058564708,3
6592.0,20890,20457,23,21,-433,1060,872,126,0,8,0.003489077669902913,0.0031856796116504853,0.16080097087378642,0.13228155339805825,0.0,0.020327669902912623,3
6593.0,20893,20457,23,21,-436,1060,872,126,0,8,0.0034885484604883967,0.0031851964204459276,0.1607765812225087,0.1322614894585166,0.0,0.020324586682845442,3
6594.0,20896,20457,23,21,-439,1060,872,126,0,8,0.0034880194115862904,0.0031847133757961785,0.16075219896875947,0.13224143160448892,0.0,0.02032150439793752,3
6595.0,20899,20457,23,21,-442,1060,872,126,0,8,0.0034874905231235785,0.003184230477634572,0.1607278241091736,0.13222137983320698,0.0,0.02031842304776346,3
6596.0,20902,20457,23,21,-445,1060,872,126,0,8,0.0034869617950272895,0.0031837477258944815,0.16070345664038813,0.1322013341419042,0.0,0.02031534263189812,3
6597.0,20905,20457,23,21,-448,1060,872,126,0,8,0.003486433227224496,0.0031832651205093224,0.160679096559042,0.13218129452781568,0.0,0.020312263149916628,3
6598.0,20908,20457,23,21,-451,1060,872,126,0,8,0.003485904819642316,0.003182782661412549,0.1606547438617763,0.13216126098817824,0.0,0.020309184601394362,3
6599.0,20911,20457,23,21,-454,1060,872,126,0,8,0.0034853765722079105,0.0031823003485376574,0.16063039854523412,0.13214123352023033,0.0,0.020306106985906954,3
6600.0,20914,20457,23,21,-457,1060,872,126,0,8,0.0034848484848484847,0.003181818181818182,0.1606060606060606,0.1321212121212121,0.0,0.020303030303030302,3
6601.0,20917,20457,23,21,-460,1060,872,126,0,8,0.003484320557491289,0.003181336161187699,0.1605817300409029,0.1321011967883654,0.0,0.020299954552340554,3
6602.0,20920,20457,23,21,-463,1061,872,126,0,8,0.0034837927900636173,0.0031808542865798244,0.16070887609815207,0.13208118751893366,0.0,0.020296879733414118,3
6603.0,20923,20465,23,21,-458,1061,872,126,0,8,0.003483265182492806,0.0031803725579282144,0.16068453733151597,0.13206118431016206,0.0,0.020293805845827653,3
6604.0,20926,20465,23,21,-461,1061,872,126,0,8,0.0034827377347062386,0.003179890975166566,0.1606602059357965,0.13204118715929739,0.0,0.020290732889158086,3
6605.0,20929,20465,23,21,-464,1062,872,126,0,8,0.00348221044663134,0.0031794095382286147,0.16078728236184708,0.1320211960635882,0.0,0.02028766086298259,3
6606.0,20932,20473,23,21,-459,1063,872,126,0,8,0.00348168331819558,0.003178928247048138,0.16091432031486527,0.1320012110202846,0.0,0.020284589766878594,3
6607.0,20935,20481,23,21,-454,1063,872,126,0,8,0.003481156349326472,0.0031784471015589527,0.1608899651884365,0.13198123202663842,0.0,0.020281519600423792,3
6608.0,20938,20481,23,21,-457,1063,872,126,0,8,0.0034806295399515737,0.0031779661016949155,0.16086561743341404,0.13196125907990314,0.0,0.020278450363196126,3
6609.0,20941,20481,23,21,-460,1063,872,126,0,8,0.003480102889998487,0.0031774852473899226,0.16084127704645182,0.13194129217733394,0.0,0.020275382054773795,3
6610.0,20944,20481,23,21,-463,1063,872,126,0,8,0.0034795763993948564,0.003177004538577912,0.16081694402420574,0.1319213313161876,0.0,0.02027231467473525,3
6611.0,20947,20481,23,21,-466,1063,872,126,0,8,0.003479050068068371,0.0031765239751928606,0.16079261836333383,0.13190137649372258,0.0,0.020269248222659204,3
6612.0,20950,20481,23,21,-469,1063,872,126,0,8,0.0034785238959467633,0.003176043557168784,0.16076830006049606,0.13188142770719904,0.0,0.02026618269812462,3
6613.0,20953,20481,23,21,-472,1063,872,126,0,8,0.00347799788295781,0.0031755632844397397,0.16074398911235446,0.13186148495387873,0.0,0.02026311810071072,3
6614.0,20956,20481,23,21,-475,1063,872,126,0,8,0.0034774720290293316,0.0031750831569398244,0.16071968551557303,0.1318415482310251,0.0,0.020260054429996975,3
6615.0,20959,20481,23,21,-478,1063,872,126,0,8,0.003476946334089191,0.0031746031746031746,0.16069538926681784,0.13182161753590324,0.0,0.020256991685563115,3
6616.0,20962,20481,23,21,-481,1063,872,127,0,8,0.003476420798065296,0.0031741233373639662,0.16067110036275695,0.13180169286577992,0.0,0.020405078597339782,3
6617.0,20965,20483,23,21,-482,1063,872,127,0,8,0.0034758954208855978,0.003173643645156415,0.16064681880006046,0.13178177421792353,0.0,0.020401994861719813,3
6618.0,20968,20483,23,21,-485,1063,873,127,0,8,0.00347537020247809,0.003173164097914778,0.16062254457540043,0.13191296464188576,0.0,0.020398912058023574,3
6619.0,20971,20486,23,21,-485,1063,873,127,0,8,0.0034748451427708115,0.0031726846955733496,0.16059827768545099,0.1318930352016921,0.0,0.020395830185828676,3
6620.0,20974,20486,23,21,-488,1063,873,127,0,8,0.003474320241691843,0.0031722054380664655,0.1605740181268882,0.13187311178247735,0.0,0.02039274924471299,3
6621.0,20977,20486,23,21,-491,1064,873,127,0,8,0.0034737954991693096,0.0031717263253285004,0.16070080048331067,0.13185319438151336,0.0,0.020389669234254643,3
6622.0,20980,20494,23,21,-486,1064,874,127,0,8,0.00347327091513138,0.003171247357293869,0.160676532769556,0.13198429477499246,0.0,0.020386590154032016,3
6623.0,20983,20497,23,21,-486,1065,874,127,0,8,0.003472746489506266,0.0031707685338970256,0.16080326136192058,0.13196436660123811,0.0,0.020383512003623736,3
6624.0,20986,20505,23,21,-481,1065,874,127,0,8,0.003472222222222222,0.003170289855072464,0.16077898550724637,0.13194444444444445,0.0,0.020380434782608696,3
6625.0,20989,20505,23,21,-484,1066,874,127,0,8,0.003471698113207547,0.003169811320754717,0.16090566037735848,0.13192452830188678,0.0,0.020377358490566037,3
6626.0,20992,20513,23,21,-479,1066,874,127,0,8,0.0034711741623905824,0.003169332930878358,0.16088137639601569,0.13190461817084215,0.0,0.02037428312707516,3
6627.0,20995,20513,23,21,-482,1066,874,127,0,8,0.003470650369699713,0.003168854685377999,0.16085709974347367,0.13188471404858912,0.0,0.020371208691715707,3
6628.0,20998,20513,23,21,-485,1066,874,127,0,8,0.0034701267350633674,0.003168376584188292,0.16083283041641522,0.13186481593240795,0.0,0.020368135184067594,3
6629.0,21001,20513,23,21,-488,1066,874,127,0,8,0.0034696032584100164,0.0031678986272439284,0.1608085684115251,0.13184492381958063,0.0,0.020365062603710966,3
6630.0,21004,20513,23,21,-491,1066,874,127,0,8,0.0034690799396681748,0.003167420814479638,0.1607843137254902,0.13182503770739065,0.0,0.020361990950226245,3
6631.0,21007,20513,23,21,-494,1066,874,127,0,8,0.0034685567787664,0.0031669431458301914,0.16076006635499926,0.1318051575931232,0.0,0.020358920223194087,3
6632.0,21010,20513,23,21,-497,1066,874,127,0,8,0.003468033775633293,0.003166465621230398,0.16073582629674307,0.13178528347406515,0.0,0.020355850422195416,3
6633.0,21013,20513,23,21,-500,1066,874,127,0,8,0.003467510930197497,0.003165988240615106,0.16071159354741443,0.1317654153475049,0.0,0.0203527815468114,3
6634.0,21016,20513,23,21,-503,1066,874,127,0,8,0.0034669882423876996,0.003165511003919204,0.16068736810370818,0.13174555321073259,0.0,0.020349713596623454,3
6635.0,21019,20513,23,21,-506,1066,874,127,0,8,0.00346646571213263,0.0031650339110776186,0.16066314996232103,0.13172569706103995,0.0,0.020346646571213264,3
6636.0,21022,20513,23,21,-509,1066,874,127,0,8,0.003465943339361061,0.0031645569620253164,0.16063893911995178,0.13170584689572032,0.0,0.02034358047016275,3
6637.0,21025,20513,23,21,-512,1066,874,127,0,8,0.003465421124001808,0.003164080156697303,0.1606147355733012,0.1316860027120687,0.0,0.02034051529305409,3
6638.0,21028,20513,23,21,-515,1066,874,127,0,8,0.00346489906598373,0.003163603495028623,0.16059053931907202,0.13166616450738175,0.0,0.02033745103946972,3
6639.0,21031,20513,23,21,-518,1066,875,127,0,8,0.003464377165235728,0.0031631269769543608,0.16056635035396896,0.13179695737309835,0.0,0.02033438770899232,3
6640.0,21034,20516,23,21,-518,1066,875,127,0,8,0.0034638554216867468,0.0031626506024096386,0.16054216867469878,0.13177710843373494,0.0,0.02033132530120482,3
6641.0,21037,20516,23,21,-521,1066,875,127,0,9,0.003463333835265773,0.003162174371329619,0.16051799427797017,0.13175726547206745,0.0,0.020478843547658485,3
6642.0,21038,20517,23,21,-521,1066,875,127,0,9,0.003462812405901837,0.0031616982836495033,0.16049382716049382,0.13173742848539596,0.0,0.020475760313158686,3
6643.0,21039,20517,23,22,-522,1066,875,127,0,9,0.00346229113352401,0.0033117567364142706,0.16046966731898238,0.13171759747102213,0.0,0.020472678006924584,3
6644.0,21084,20811,23,22,-273,1066,876,127,0,9,0.003461770018061409,0.0033112582781456954,0.1604455147501505,0.13184828416616495,0.0,0.020469596628537028,3
6645.0,21087,20814,23,22,-273,1066,876,127,0,9,0.0034612490594431904,0.003310759969902182,0.16042136945071483,0.13182844243792324,0.0,0.020466516177577127,3
6646.0,21090,20814,23,22,-276,1066,877,127,0,9,0.0034607282575985555,0.0033102618116160097,0.16039723141739393,0.13195907312669275,0.0,0.02046343665362624,3
6647.0,21093,20817,23,22,-276,1066,878,127,0,9,0.0034602076124567475,0.0033097638032194977,0.16037310064690838,0.1320896645103054,0.0,0.020460358056265986,3
6648.0,21096,20820,23,22,-276,1066,878,127,0,9,0.0034596871239470518,0.003309265944645006,0.16034897713598076,0.13206979542719616,0.0,0.02045728038507822,3
6649.0,21099,20820,23,22,-279,1066,879,127,0,9,0.003459166791998797,0.003308768235824936,0.16032486088133555,0.1322003308768236,0.0,0.02045420363964506,3
6650.0,21102,20823,23,22,-279,1066,879,127,0,9,0.0034586466165413532,0.0033082706766917294,0.16030075187969925,0.13218045112781954,0.0,0.020451127819548873,3
6651.0,21105,20823,23,22,-282,1066,879,127,0,9,0.003458126597504135,0.003307773267177868,0.16027665012780032,0.13216057735678846,0.0,0.020448052924372274,3
6652.0,21108,20823,23,22,-285,1066,879,127,0,9,0.0034576067348165967,0.003307276007215875,0.1602525556223692,0.13214070956103427,0.0,0.020444978953698137,3
6653.0,21109,20823,23,23,-286,1066,879,127,0,9,0.003457087028408237,0.003457087028408237,0.1602284683601383,0.13212084773786262,0.0,0.020441905907109575,3
6654.0,21154,21117,23,23,-37,1066,879,127,0,9,0.0034565674782085962,0.0034565674782085962,0.1602043883378419,0.13210099188458072,0.0,0.02043883378418996,3
6655.0,21157,21117,23,23,-40,1066,879,127,0,9,0.0034560480841472575,0.0034560480841472575,0.16018031555221637,0.13208114199849738,0.0,0.020435762584522916,3
6656.0,21160,21117,23,23,-43,1066,879,127,0,9,0.003455528846153846,0.003455528846153846,0.16015625,0.13206129807692307,0.0,0.020432692307692308,3
6657.0,21163,21117,23,23,-46,1066,880,127,0,9,0.003455009764158029,0.003455009764158029,0.160132191677933,0.13219167793300285,0.0,0.02042962295328226,3
6658.0,21166,21120,23,23,-46,1066,880,127,0,9,0.0034544908380895164,0.0034544908380895164,0.16010814058275757,0.1321718233703815,0.0,0.02042655452087714,3
6659.0,21169,21120,23,23,-49,1066,880,127,0,9,0.00345397206787806,0.00345397206787806,0.1600840967112179,0.13215197477098664,0.0,0.02042348701006157,3
