No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
3324.0,10450,9861,4,11,582,453,59,0,4,1
3325.0,10453,9861,4,11,582,453,59,0,4,1
3326.0,10456,9861,4,11,583,453,59,0,4,1
3327.0,10459,9869,4,11,583,453,59,0,4,1
3328.0,10462,9869,4,11,584,453,59,0,4,1
3329.0,10465,9877,4,11,584,453,59,0,4,1
3330.0,10468,9877,4,11,584,453,59,0,4,1
3331.0,10471,9877,4,11,584,453,59,0,4,1
3332.0,10474,9877,4,11,584,453,59,0,4,1
3333.0,10477,9877,4,11,584,453,59,0,4,1
3334.0,10480,9877,4,11,584,453,59,0,4,1
3335.0,10483,9877,4,11,584,453,59,0,4,1
3336.0,10486,9877,4,11,584,453,59,0,4,1
3337.0,10489,9877,4,11,584,453,59,0,4,1
3338.0,10492,9877,4,11,584,453,59,0,4,1
3339.0,10495,9877,4,11,584,454,59,0,4,1
3340.0,10498,9880,4,11,584,454,59,0,4,1
3341.0,10501,9880,4,11,584,454,59,0,4,1
3342.0,10504,9880,4,11,584,454,59,0,4,1
3343.0,10507,9880,4,11,584,455,59,0,4,1
3344.0,10510,9883,4,11,584,456,59,0,4,1
3345.0,10513,9886,4,11,584,456,59,0,4,1
3346.0,10516,9886,4,11,585,456,59,0,4,1
3347.0,10519,9894,4,11,585,456,59,0,4,1
3348.0,10522,9894,4,11,585,456,59,0,4,1
3349.0,10525,9894,4,11,585,456,59,0,4,1
3350.0,10528,9894,4,11,585,456,59,0,4,1
3351.0,10531,9894,4,11,585,456,59,0,4,1
3352.0,10534,9894,4,11,585,456,59,0,4,1
3353.0,10537,9894,4,11,585,456,59,0,4,1
3354.0,10540,9894,4,11,585,457,59,0,4,1
3355.0,10543,9897,4,11,585,457,59,0,4,1
3356.0,10546,9897,4,11,585,457,59,0,4,1
3357.0,10549,9897,4,11,585,457,59,0,4,1
3358.0,10552,9897,4,11,585,457,59,0,4,1
3359.0,10555,9897,4,11,586,457,59,0,4,1
3360.0,10558,9905,4,11,586,457,60,0,4,1
3361.0,10561,9907,4,11,586,458,60,0,4,1
3362.0,10564,9910,4,11,586,458,60,0,4,1
3363.0,10567,9910,4,11,586,458,60,0,4,1
3364.0,10570,9910,4,11,586,458,60,0,4,1
3365.0,10573,9910,4,11,586,458,60,0,4,1
3366.0,10576,9910,4,11,586,458,60,0,4,1
3367.0,10579,9910,4,11,587,458,60,0,4,1
3368.0,10582,9918,4,11,587,458,60,0,4,1
3369.0,10585,9918,4,11,587,458,60,0,4,1
3370.0,10588,9918,4,11,588,458,60,0,4,1
3371.0,10591,9926,4,11,588,458,60,0,4,1
3372.0,10594,9926,4,11,588,458,60,0,4,1
3373.0,10597,9926,4,11,588,458,60,0,4,1
3374.0,10600,9926,4,11,588,458,60,0,4,1
3375.0,10603,9926,4,11,588,459,60,0,4,1
3376.0,10606,9929,4,11,588,459,60,0,4,1
3377.0,10609,9929,4,11,588,459,60,0,4,1
3378.0,10612,9929,4,11,588,459,60,0,4,1
3379.0,10615,9929,4,11,589,459,60,0,4,1
3380.0,10618,9937,4,11,589,459,60,0,4,1
3381.0,10621,9937,4,11,589,459,60,0,4,1
3382.0,10624,9937,4,11,589,459,60,0,4,1
3383.0,10627,9937,4,11,589,459,60,0,4,1
3384.0,10630,9937,4,11,589,459,60,0,4,1
3385.0,10633,9937,4,11,589,460,60,0,4,1
3386.0,10636,9940,4,11,589,461,60,0,4,1
3387.0,10639,9943,4,11,589,461,60,0,4,1
3388.0,10642,9943,4,11,589,461,60,0,4,1
3389.0,10645,9943,4,11,589,462,60,0,4,1
3390.0,10648,9946,4,11,589,462,60,0,4,1
3391.0,10651,9946,4,11,589,462,60,0,4,1
3392.0,10654,9946,4,11,590,462,60,0,4,1
3393.0,10657,9954,4,11,590,462,60,0,4,1
3394.0,10660,9954,4,11,590,462,60,0,4,1
3395.0,10663,9954,4,11,590,462,60,0,4,1
3396.0,10666,9954,4,11,591,462,60,0,4,1
3397.0,10669,9962,4,11,591,462,60,0,4,1
3398.0,10672,9962,4,11,591,462,60,0,4,1
3399.0,10675,9962,4,11,592,462,60,0,4,1
3400.0,10678,9970,4,11,592,462,60,0,4,1
3401.0,10681,9970,4,11,592,462,60,0,4,1
3402.0,10684,9970,4,11,592,462,60,0,4,1
3403.0,10687,9970,4,11,592,462,60,0,4,1
3404.0,10690,9970,4,11,593,462,60,0,4,1
3405.0,10693,9978,4,11,593,462,60,0,4,1
3406.0,10696,9978,4,11,594,462,60,0,4,1
3407.0,10699,9986,4,11,594,462,60,0,4,1
3408.0,10702,9986,4,11,594,462,60,0,4,1
3409.0,10705,9986,4,11,594,462,60,0,4,1
3410.0,10708,9986,4,11,594,462,60,0,4,1
3411.0,10711,9986,4,11,594,462,60,0,4,1
3412.0,10714,9986,4,11,594,462,60,0,4,1
3413.0,10717,9986,4,11,594,462,60,0,4,1
3414.0,10720,9986,4,11,594,462,60,0,4,1
3415.0,10723,9986,4,11,594,462,60,0,4,1
3416.0,10726,9986,4,11,594,462,61,0,4,1
3417.0,10729,9988,4,11,594,462,61,0,4,1
3418.0,10732,9988,4,11,594,462,61,0,4,1
3419.0,10735,9988,4,11,595,462,61,0,4,1
3420.0,10738,9996,4,11,595,462,61,0,4,1
3421.0,10741,9996,4,11,595,463,61,0,4,1
3422.0,10744,9999,4,11,596,463,61,0,4,1
3423.0,10747,10007,4,11,596,463,61,0,4,1
3424.0,10750,10007,4,11,597,463,61,0,4,1
3425.0,10753,10015,4,11,597,463,61,0,4,1
3426.0,10756,10015,4,11,597,463,61,0,4,1
3427.0,10759,10015,4,11,598,463,61,0,4,1
3428.0,10762,10023,4,11,599,463,61,0,4,1
3429.0,10765,10031,4,11,600,463,61,0,4,1
3430.0,10768,10039,4,11,600,463,61,0,4,1
3431.0,10771,10039,4,11,600,464,61,0,4,1
3432.0,10774,10042,4,11,600,464,61,0,4,1
3433.0,10777,10042,4,11,600,464,61,0,4,1
3434.0,10780,10042,4,11,600,464,61,0,4,1
3435.0,10783,10042,4,11,600,464,61,0,4,1
3436.0,10786,10042,4,11,600,464,61,0,4,1
3437.0,10789,10042,4,11,601,464,61,0,4,1
3438.0,10792,10050,4,11,601,464,61,0,4,1
3439.0,10795,10050,4,11,601,464,61,0,4,1
3440.0,10798,10050,4,11,601,465,61,0,4,1
3441.0,10801,10053,4,11,601,465,61,0,4,1
3442.0,10804,10053,4,11,602,465,61,0,4,1
3443.0,10807,10061,4,11,602,465,61,0,4,1
3444.0,10810,10061,4,11,602,465,61,0,4,1
3445.0,10813,10061,4,11,602,465,61,0,4,1
3446.0,10816,10061,4,11,602,465,61,0,4,1
3447.0,10819,10061,4,11,602,465,61,0,4,1
3448.0,10822,10061,4,11,603,465,61,0,4,1
3449.0,10825,10069,4,11,604,465,61,0,4,1
3450.0,10828,10077,4,11,604,465,61,0,4,1
3451.0,10831,10077,4,11,604,466,61,0,4,1
3452.0,10834,10080,4,11,604,466,61,0,4,1
3453.0,10837,10080,4,11,604,467,61,0,4,1
3454.0,10840,10083,4,11,604,467,61,0,4,1
3455.0,10843,10083,4,11,604,467,61,0,4,1
3456.0,10846,10083,4,11,604,468,61,0,4,1
3457.0,10849,10086,4,11,604,468,61,0,4,1
3458.0,10852,10086,4,11,604,469,61,0,4,1
3459.0,10855,10089,4,11,605,469,61,0,4,1
3460.0,10858,10097,4,11,605,469,61,0,4,1
3461.0,10861,10097,4,11,605,469,61,0,4,1
3462.0,10864,10097,4,11,606,469,61,0,4,1
3463.0,10867,10105,4,11,606,469,61,0,4,1
3464.0,10870,10105,4,11,606,469,61,0,4,1
3465.0,10873,10105,4,11,606,469,61,0,4,1
3466.0,10876,10105,4,11,606,470,61,0,4,1
3467.0,10879,10108,4,11,606,470,61,0,4,1
3468.0,10882,10108,4,11,606,470,61,0,4,1
3469.0,10885,10108,4,11,606,470,61,0,4,1
3470.0,10888,10108,4,11,606,470,61,0,4,1
3471.0,10891,10108,4,11,606,470,61,0,4,1
3472.0,10894,10108,4,11,606,470,61,0,4,1
3473.0,10897,10108,4,11,606,470,61,0,4,1
3474.0,10900,10108,4,11,606,470,61,0,4,1
3475.0,10903,10108,4,11,606,470,61,0,4,1
3476.0,10906,10108,4,11,606,470,61,0,4,1
3477.0,10909,10108,4,11,606,470,61,0,4,1
3478.0,10912,10108,4,11,606,470,61,0,4,1
3479.0,10915,10108,4,11,606,470,61,0,4,1
3480.0,10918,10108,4,11,606,470,61,0,4,1
3481.0,10921,10108,4,11,606,470,61,0,4,1
3482.0,10924,10108,4,11,606,470,61,0,4,1
3483.0,10927,10108,4,11,606,471,61,0,4,1
3484.0,10930,10111,4,11,606,472,61,0,4,1
3485.0,10933,10114,4,11,607,472,61,0,4,1
3486.0,10936,10122,4,11,607,472,61,0,4,1
3487.0,10939,10122,4,11,608,472,61,0,4,1
3488.0,10942,10130,4,11,608,472,62,0,4,1
3489.0,10945,10132,4,11,608,472,62,0,4,1
3490.0,10948,10132,4,11,608,472,63,0,4,1
3491.0,10951,10134,4,11,608,472,63,0,4,1
3492.0,10954,10134,4,11,608,472,63,0,4,1
3493.0,10957,10134,4,11,609,472,63,0,4,1
3494.0,10960,10142,4,11,609,472,63,0,4,1
3495.0,10963,10142,4,11,609,472,63,0,4,1
3496.0,10966,10142,4,11,609,472,63,0,4,1
3497.0,10969,10142,4,11,609,473,63,0,4,1
3498.0,10972,10145,4,11,609,473,63,0,4,1
3499.0,10975,10145,4,11,610,473,63,0,4,1
3500.0,10978,10153,4,11,610,473,63,0,4,1
3501.0,10981,10153,4,11,610,473,63,0,4,1
3502.0,10984,10153,4,11,611,473,63,0,4,1
3503.0,10987,10161,4,11,612,473,63,0,4,1
3504.0,10990,10169,4,11,612,474,63,0,4,1
3505.0,10993,10172,4,11,612,474,63,0,4,1
3506.0,10996,10172,4,11,612,474,63,0,4,1
3507.0,10999,10172,4,11,612,474,63,0,4,1
3508.0,11002,10172,4,11,612,474,63,0,4,1
3509.0,11005,10172,4,11,612,474,63,0,4,1
3510.0,11006,10172,4,12,612,474,63,0,4,1
3511.0,11051,10466,4,12,612,474,63,0,4,1
3512.0,11054,10466,4,12,612,474,63,0,4,1
3513.0,11057,10466,4,12,612,474,63,0,4,1
3514.0,11060,10466,4,12,612,474,63,0,4,1
3515.0,11063,10466,4,12,613,474,63,0,4,1
3516.0,11066,10474,4,12,613,474,63,0,4,1
3517.0,11069,10474,4,12,613,474,63,0,4,1
3518.0,11072,10474,4,12,613,474,63,0,4,1
3519.0,11075,10474,4,12,613,474,63,0,4,1
3520.0,11078,10474,4,12,613,474,63,0,4,1
3521.0,11081,10474,4,12,613,474,63,0,4,1
3522.0,11084,10474,4,12,613,474,63,0,4,1
3523.0,11087,10474,4,12,613,474,63,0,4,1
3524.0,11090,10474,4,12,613,474,63,0,4,1
3525.0,11093,10474,4,12,613,474,63,0,4,1
3526.0,11096,10474,4,12,613,474,63,0,4,1
3527.0,11099,10474,4,12,613,474,63,0,4,1
3528.0,11102,10474,4,12,613,474,63,0,4,1
3529.0,11105,10474,4,12,613,475,63,0,4,1
3530.0,11108,10477,4,12,613,475,63,0,4,1
3531.0,11111,10477,4,12,613,475,63,0,4,1
3532.0,11114,10477,4,12,613,476,63,0,4,1
3533.0,11117,10480,4,12,613,476,63,0,4,1
3534.0,11120,10480,4,12,613,477,63,0,4,1
3535.0,11123,10483,4,12,613,477,63,0,4,1
3536.0,11126,10483,4,12,613,477,63,0,4,1
3537.0,11129,10483,4,12,614,477,63,0,4,1
3538.0,11132,10491,4,12,614,477,63,0,4,1
3539.0,11135,10491,4,12,614,477,63,0,4,1
3540.0,11138,10491,4,12,614,477,63,0,4,1
3541.0,11141,10491,4,12,614,478,63,0,4,1
3542.0,11144,10494,4,12,615,478,63,0,4,1
3543.0,11147,10502,4,12,615,479,63,0,4,1
3544.0,11150,10505,4,12,616,479,63,0,4,1
3545.0,11153,10513,4,12,616,479,63,0,4,1
3546.0,11156,10513,4,12,616,479,63,0,4,1
3547.0,11159,10513,4,12,617,479,63,0,4,1
3548.0,11162,10521,4,12,618,479,63,0,4,1
3549.0,11165,10529,4,12,618,480,63,0,4,1
3550.0,11168,10532,4,12,618,480,63,0,4,1
3551.0,11171,10532,4,12,618,480,63,0,4,1
3552.0,11174,10532,4,12,618,480,63,0,4,1
3553.0,11177,10532,4,12,618,481,63,0,4,1
3554.0,11180,10535,4,12,618,481,64,0,4,1
3555.0,11183,10537,4,12,618,481,64,0,4,1
3556.0,11186,10537,4,12,619,481,64,0,4,1
3557.0,11189,10545,4,12,619,481,64,0,4,1
3558.0,11192,10545,4,12,619,481,64,0,4,1
3559.0,11195,10545,4,12,620,481,64,0,4,1
3560.0,11198,10553,4,12,620,482,64,0,4,1
3561.0,11201,10556,4,12,620,482,64,0,4,1
3562.0,11204,10556,4,12,620,482,64,0,4,1
3563.0,11207,10556,4,12,620,482,64,0,4,1
3564.0,11210,10556,4,12,620,482,64,0,4,1
3565.0,11213,10556,4,12,620,482,64,0,4,1
3566.0,11216,10556,4,12,620,482,64,0,4,1
3567.0,11219,10556,4,12,620,482,64,0,4,1
3568.0,11222,10556,4,12,620,482,64,0,4,1
3569.0,11225,10556,4,12,620,482,64,0,4,1
3570.0,11228,10556,4,12,620,482,64,0,4,1
3571.0,11231,10556,4,12,621,482,64,0,4,1
3572.0,11234,10564,4,12,621,482,64,0,4,1
3573.0,11237,10564,4,12,621,482,64,0,4,1
3574.0,11240,10564,4,12,621,482,64,0,4,1
3575.0,11243,10564,4,12,621,482,64,0,4,1
3576.0,11246,10564,4,12,621,482,64,0,4,1
3577.0,11249,10564,4,12,622,482,64,0,4,1
3578.0,11252,10572,4,12,622,482,64,0,4,1
3579.0,11255,10572,4,12,622,482,64,0,4,1
3580.0,11258,10572,4,12,622,483,64,0,4,1
3581.0,11261,10575,4,12,622,483,64,0,4,1
3582.0,11264,10575,4,12,622,483,64,0,4,1
3583.0,11267,10575,4,12,622,483,64,0,4,1
3584.0,11270,10575,4,12,622,483,64,0,4,1
3585.0,11273,10575,4,12,623,483,64,0,4,1
3586.0,11276,10583,4,12,623,484,64,0,4,1
3587.0,11279,10586,4,12,623,485,64,0,4,1
3588.0,11282,10589,4,12,624,485,64,0,4,1
3589.0,11285,10597,4,12,624,485,64,0,4,1
3590.0,11288,10597,4,12,625,485,64,0,4,1
3591.0,11291,10605,4,12,625,486,64,0,4,1
3592.0,11294,10608,4,12,625,486,65,0,4,1
3593.0,11297,10610,4,12,625,486,65,0,4,1
3594.0,11300,10610,4,12,625,486,66,0,4,1
3595.0,11303,10612,4,12,626,486,66,0,4,1
3596.0,11306,10620,4,12,626,486,66,0,4,1
3597.0,11309,10620,4,12,626,487,66,0,4,1
3598.0,11312,10623,4,12,626,487,66,0,4,1
3599.0,11315,10623,4,12,626,487,66,0,4,1
3600.0,11318,10623,4,12,626,487,66,0,4,1
3601.0,11321,10623,4,12,626,488,66,0,4,1
3602.0,11324,10626,4,12,626,488,66,0,4,1
3603.0,11327,10626,4,12,627,488,66,0,4,1
3604.0,11330,10634,4,12,627,488,66,0,4,1
3605.0,11333,10634,4,12,627,488,66,0,4,1
3606.0,11336,10634,4,12,627,488,66,0,4,1
3607.0,11339,10634,4,12,627,488,66,0,4,1
3608.0,11342,10634,4,12,627,488,66,0,4,1
3609.0,11345,10634,4,12,627,488,66,0,4,1
3610.0,11348,10634,4,12,627,488,66,0,4,1
3611.0,11351,10634,4,12,627,488,66,0,4,1
3612.0,11354,10634,4,12,627,488,66,0,4,1
3613.0,11357,10634,4,12,628,488,66,0,4,1
3614.0,11360,10642,4,12,628,488,66,0,4,1
3615.0,11363,10642,4,12,628,488,66,0,4,1
3616.0,11366,10642,4,12,628,489,66,0,4,1
3617.0,11369,10645,4,12,628,490,66,0,4,1
3618.0,11372,10648,4,12,628,490,66,0,4,1
3619.0,11375,10648,4,12,629,490,66,0,4,1
3620.0,11378,10656,4,12,630,490,66,0,4,1
3621.0,11381,10664,4,12,630,490,66,0,4,1
3622.0,11384,10664,4,12,630,490,66,0,4,1
3623.0,11387,10664,4,12,630,490,66,0,4,1
3624.0,11390,10664,4,12,630,490,66,0,4,1
3625.0,11393,10664,4,12,630,490,66,0,4,1
3626.0,11396,10664,4,12,630,490,66,0,4,1
3627.0,11399,10664,4,12,630,490,66,0,4,1
3628.0,11402,10664,4,12,630,490,66,0,4,1
3629.0,11405,10664,4,12,630,491,66,0,4,1
3630.0,11408,10667,4,12,630,491,66,0,4,1
3631.0,11411,10667,4,12,630,492,66,0,4,1
3632.0,11414,10670,4,12,630,492,66,0,4,1
3633.0,11417,10670,4,12,630,493,66,0,4,1
3634.0,11420,10673,4,12,630,493,66,0,4,1
3635.0,11423,10673,4,12,630,493,66,0,4,1
3636.0,11426,10673,4,12,630,494,66,0,4,1
3637.0,11429,10676,4,12,630,494,67,0,4,1
3638.0,11432,10678,4,12,630,494,67,0,4,1
3639.0,11435,10678,4,12,630,494,67,0,4,1
3640.0,11438,10678,4,12,630,494,67,0,4,1
3641.0,11441,10678,4,12,630,494,67,0,4,1
3642.0,11444,10678,4,12,630,494,67,0,4,1
3643.0,11447,10678,4,12,630,494,67,0,4,1
3644.0,11450,10678,4,12,630,494,67,0,4,1
3645.0,11453,10678,4,12,630,494,67,0,4,1
3646.0,11456,10678,4,12,630,494,67,0,4,1
3647.0,11459,10678,4,12,630,494,67,0,4,1
3648.0,11462,10678,4,12,631,494,67,0,4,1
3649.0,11465,10686,4,12,631,494,67,0,4,1
3650.0,11468,10686,4,12,631,494,67,0,4,1
3651.0,11471,10686,4,12,631,494,67,0,4,1
3652.0,11474,10686,4,12,632,494,67,0,4,1
3653.0,11477,10694,4,12,632,494,67,0,4,1
3654.0,11480,10694,4,12,632,495,67,0,4,1
3655.0,11483,10697,4,12,632,496,67,0,4,1
3656.0,11486,10700,4,12,632,496,67,0,4,1
3657.0,11489,10700,4,12,632,496,67,0,4,1
3658.0,11492,10700,4,12,632,496,67,0,4,1
3659.0,11495,10700,4,12,633,496,67,0,4,1
3660.0,11498,10708,4,12,633,496,68,0,4,1
3661.0,11501,10710,4,12,633,496,68,0,4,1
3662.0,11504,10710,4,12,633,496,68,0,4,1
3663.0,11507,10710,4,12,633,496,68,0,4,1
3664.0,11510,10710,4,12,633,496,68,0,4,1
3665.0,11513,10710,4,12,633,496,68,0,4,1
3666.0,11516,10710,4,12,633,496,68,0,4,1
3667.0,11519,10710,4,12,633,496,68,0,4,1
3668.0,11522,10710,4,12,633,496,68,0,4,1
3669.0,11525,10710,4,12,633,496,68,0,4,1
3670.0,11528,10710,4,12,633,496,68,0,4,1
3671.0,11531,10710,4,12,634,496,68,0,4,1
3672.0,11534,10718,4,12,634,496,68,0,4,1
3673.0,11537,10718,4,12,634,496,68,0,4,1
3674.0,11540,10718,4,12,634,496,68,0,4,1
3675.0,11543,10718,4,12,635,496,68,0,4,1
3676.0,11546,10726,4,12,635,496,68,0,4,1
3677.0,11549,10726,4,12,635,497,68,0,4,1
3678.0,11552,10729,4,12,635,497,68,0,4,1
3679.0,11555,10729,4,12,635,497,68,0,4,1
3680.0,11558,10729,4,12,636,497,68,0,4,1
3681.0,11561,10737,4,12,636,497,68,0,4,1
3682.0,11564,10737,4,12,636,497,68,0,4,1
3683.0,11567,10737,4,12,636,497,68,0,4,1
3684.0,11570,10737,4,12,637,497,68,0,4,1
3685.0,11573,10745,4,12,638,497,68,0,4,1
3686.0,11576,10753,4,12,638,497,68,0,4,1
3687.0,11579,10753,4,12,638,497,68,0,4,1
3688.0,11582,10753,4,12,638,497,68,0,4,1
3689.0,11585,10753,4,12,639,497,68,0,4,1
3690.0,11588,10761,4,12,639,497,68,0,4,1
3691.0,11591,10761,4,12,639,497,68,0,4,1
3692.0,11594,10761,4,12,639,498,68,0,4,1
3693.0,11597,10764,4,12,640,498,68,0,4,1
3694.0,11600,10772,4,12,641,498,68,0,4,1
3695.0,11603,10780,4,12,641,498,68,0,4,1
3696.0,11606,10780,4,12,641,499,68,0,4,1
3697.0,11609,10783,4,12,642,499,68,0,4,1
3698.0,11612,10791,4,12,643,499,68,0,4,1
3699.0,11615,10799,4,12,643,499,68,0,4,1
3700.0,11618,10799,4,12,643,499,68,0,4,1
3701.0,11621,10799,4,12,643,499,68,0,4,1
3702.0,11624,10799,4,12,644,499,68,0,4,1
3703.0,11627,10807,4,12,644,499,68,0,4,1
3704.0,11630,10807,4,12,644,499,68,0,4,1
3705.0,11633,10807,4,12,644,499,68,0,4,1
3706.0,11636,10807,4,12,644,500,68,0,4,1
3707.0,11639,10810,4,12,644,501,68,0,4,1
3708.0,11642,10813,4,12,644,501,68,0,4,1
3709.0,11645,10813,4,12,644,501,68,0,4,1
3710.0,11648,10813,4,12,644,501,68,0,4,1
3711.0,11651,10813,4,12,644,501,68,0,4,1
3712.0,11654,10813,4,12,644,501,68,0,4,1
3713.0,11657,10813,4,12,644,501,68,0,4,1
3714.0,11660,10813,4,12,644,501,68,0,4,1
3715.0,11663,10813,4,12,644,501,68,0,4,1
3716.0,11666,10813,4,12,644,501,68,0,4,1
3717.0,11669,10813,4,12,644,501,68,0,4,1
3718.0,11672,10813,4,12,644,501,68,0,4,1
3719.0,11675,10813,4,12,644,501,68,0,4,1
3720.0,11678,10813,4,12,644,501,68,0,4,1
3721.0,11681,10813,4,12,644,502,68,0,4,1
3722.0,11684,10816,4,12,644,502,68,0,4,1
3723.0,11687,10816,4,12,644,503,68,0,4,1
3724.0,11690,10819,4,12,644,503,68,0,4,1
3725.0,11693,10819,4,12,644,503,68,0,4,1
3726.0,11696,10819,4,12,644,503,68,0,4,1
3727.0,11699,10819,4,12,644,503,68,0,4,1
3728.0,11702,10819,4,12,644,503,68,0,4,1
3729.0,11705,10819,4,12,644,503,69,0,4,1
3730.0,11708,10821,4,12,644,503,69,0,4,1
3731.0,11711,10821,4,12,644,503,69,0,4,1
3732.0,11714,10821,4,12,644,503,69,0,4,1
3733.0,11717,10821,4,12,644,503,69,0,4,1
3734.0,11720,10821,4,12,644,503,69,0,4,1
3735.0,11723,10821,4,12,644,503,69,0,4,1
3736.0,11726,10821,4,12,644,503,69,0,4,1
3737.0,11729,10821,4,12,644,503,69,0,4,1
3738.0,11732,10821,4,12,644,503,69,0,4,1
3739.0,11735,10821,4,12,644,503,69,0,4,1
3740.0,11738,10821,4,12,644,503,69,0,4,1
3741.0,11741,10821,4,12,644,503,69,0,4,1
3742.0,11744,10821,4,12,645,503,69,0,4,1
3743.0,11747,10829,4,12,645,503,69,0,4,1
3744.0,11750,10829,4,12,645,503,69,0,4,1
3745.0,11753,10829,4,12,645,503,69,0,4,1
3746.0,11756,10829,4,12,645,503,69,0,4,1
3747.0,11759,10829,4,12,646,503,69,0,4,1
3748.0,11762,10837,4,12,647,503,69,0,4,1
3749.0,11763,10845,4,12,647,503,69,0,4,1
3750.0,11764,10845,4,12,647,503,69,0,4,1
3751.0,11765,10845,4,13,647,503,69,0,4,1
3752.0,11810,11139,4,13,647,503,69,0,4,1
3753.0,11813,11139,4,13,648,503,69,0,4,1
3754.0,11816,11147,4,13,648,503,69,0,4,1
3755.0,11819,11147,4,13,648,504,69,0,4,1
3756.0,11822,11150,4,13,648,504,69,0,4,1
3757.0,11825,11150,4,13,649,504,69,0,4,1
3758.0,11828,11158,4,13,649,504,69,0,4,1
3759.0,11831,11158,4,13,650,504,69,0,4,1
3760.0,11834,11166,4,13,650,504,69,0,4,1
3761.0,11837,11166,4,13,651,504,69,0,4,1
3762.0,11840,11174,4,13,651,504,69,0,4,1
3763.0,11843,11174,4,13,651,504,69,0,4,1
3764.0,11846,11174,4,13,652,504,69,0,4,1
3765.0,11849,11182,4,13,652,505,69,0,4,1
3766.0,11852,11185,4,13,652,505,69,0,4,1
3767.0,11855,11185,4,13,652,505,70,0,4,1
3768.0,11858,11187,4,13,652,505,70,0,4,1
3769.0,11861,11187,4,13,652,506,70,0,4,1
3770.0,11864,11190,4,13,653,506,70,0,4,1
3771.0,11867,11198,4,13,653,507,70,0,4,1
3772.0,11870,11201,4,13,653,507,70,0,4,1
3773.0,11873,11201,4,13,653,508,70,0,4,1
3774.0,11876,11204,4,13,653,508,70,0,4,1
3775.0,11879,11204,4,13,653,508,70,0,4,1
3776.0,11882,11204,4,13,653,508,70,0,4,1
3777.0,11885,11204,4,13,653,509,70,0,4,1
3778.0,11888,11207,4,13,654,509,70,0,4,1
3779.0,11891,11215,4,13,654,509,70,0,4,1
3780.0,11894,11215,4,13,654,509,70,0,4,1
3781.0,11897,11215,4,13,655,509,70,0,4,1
3782.0,11900,11223,4,13,655,509,70,0,4,1
3783.0,11903,11223,4,13,655,509,70,0,4,1
3784.0,11906,11223,4,13,655,509,70,0,4,1
3785.0,11909,11223,4,13,655,509,70,0,4,1
3786.0,11912,11223,4,13,655,509,70,0,4,1
3787.0,11915,11223,4,13,655,509,71,0,4,1
3788.0,11918,11225,4,13,656,509,71,0,4,1
3789.0,11921,11233,4,13,656,509,71,0,4,1
3790.0,11924,11233,4,13,656,509,71,0,4,1
3791.0,11927,11233,4,13,656,509,71,0,4,1
3792.0,11930,11233,4,13,656,509,71,0,4,1
3793.0,11933,11233,4,13,656,510,71,0,4,1
3794.0,11936,11236,4,13,656,510,71,0,4,1
3795.0,11939,11236,4,13,656,510,71,0,4,1
3796.0,11942,11236,4,13,656,510,72,0,4,1
3797.0,11945,11238,4,13,656,511,72,0,4,1
3798.0,11948,11241,4,13,656,511,72,0,4,1
3799.0,11951,11241,4,13,656,511,72,0,4,1
3800.0,11954,11241,4,13,656,512,72,0,4,1
3801.0,11957,11244,4,13,656,513,72,0,4,1
3802.0,11960,11247,4,13,657,513,72,0,4,1
3803.0,11963,11255,4,13,658,513,72,0,4,1
3804.0,11966,11263,4,13,659,513,72,0,4,1
3805.0,11969,11271,4,13,659,513,72,0,4,1
3806.0,11972,11271,4,13,659,513,72,0,4,1
3807.0,11975,11271,4,13,660,513,72,0,4,1
3808.0,11978,11279,4,13,660,513,72,0,4,1
3809.0,11981,11279,4,13,660,514,72,0,4,1
3810.0,11984,11282,4,13,660,515,72,0,4,1
3811.0,11987,11285,4,13,660,515,72,0,4,1
3812.0,11990,11285,4,13,660,515,72,0,4,1
3813.0,11993,11285,4,13,660,515,72,0,4,1
3814.0,11996,11285,4,13,661,515,72,0,4,1
3815.0,11999,11293,4,13,661,515,72,0,4,1
3816.0,12002,11293,4,13,661,515,72,0,4,1
3817.0,12005,11293,4,13,661,515,72,0,4,1
3818.0,12008,11293,4,13,661,515,72,0,4,1
3819.0,12011,11293,4,13,661,515,72,0,4,1
3820.0,12014,11293,4,13,661,515,72,0,4,1
3821.0,12017,11293,4,13,661,515,72,0,4,1
3822.0,12020,11293,4,13,661,515,72,0,4,1
3823.0,12023,11293,4,13,661,515,72,0,4,1
3824.0,12026,11293,4,13,661,515,72,0,4,1
3825.0,12029,11293,4,13,661,516,72,0,4,1
3826.0,12032,11296,4,13,661,517,72,0,4,1
3827.0,12035,11299,4,13,661,517,72,0,4,1
3828.0,12038,11299,4,13,661,517,72,0,4,1
3829.0,12041,11299,4,13,661,517,72,0,4,1
3830.0,12044,11299,4,13,661,517,72,0,4,1
3831.0,12047,11299,4,13,661,517,72,0,4,1
3832.0,12050,11299,4,13,661,517,72,0,4,1
3833.0,12053,11299,4,13,661,517,72,0,4,1
3834.0,12056,11299,4,13,661,517,72,0,4,1
3835.0,12059,11299,4,13,662,517,72,0,4,1
3836.0,12062,11307,4,13,662,518,72,0,4,1
